Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles,Year,Month
2023-10-31,El Dorado,CA,Passenger,1.0,0.0,1.0,16.0,17.0,5.88,2023,10
2019-11-30,Travis,TX,Passenger,4.0,1.0,5.0,212.0,217.0,2.3,2019,11
2022-05-31,Kings,CA,Passenger,2.0,1.0,3.0,310.0,313.0,0.96,2022,5
2018-08-31,Pinal,AZ,Passenger,2.0,0.0,2.0,208.0,210.0,0.95,2018,8
2019-06-30,Shelby,TN,Passenger,0.0,1.0,1.0,96.0,97.0,1.03,2019,6
2022-03-31,Virginia Beach,VA,Passenger,2.0,0.0,2.0,549.0,551.0,0.36,2022,3
2023-05-31,Pima,AZ,Passenger,1.0,0.0,1.0,191.0,192.0,0.52,2023,5
2017-05-31,Fulton,GA,Passenger,1.0,0.0,1.0,116.0,117.0,0.85,2017,5
2024-01-31,Providence,RI,Passenger,1.0,0.0,1.0,14.0,15.0,6.67,2024,1
2020-02-29,Kootenai,ID,Passenger,1.0,1.0,2.0,228.0,230.0,0.87,2020,2
2018-04-30,Alameda,CA,Passenger,0.0,1.0,1.0,357.0,358.0,0.28,2018,4
2021-03-31,Kern,CA,Passenger,0.0,1.0,1.0,218.0,219.0,0.46,2021,3
2021-02-28,Polk,FL,Passenger,1.0,0.0,1.0,64.0,65.0,1.54,2021,2
2019-03-31,Mason,WA,Truck,0.0,0.0,0.0,20267.0,20267.0,0.0,2019,3
2021-10-31,Thurston,WA,Truck,0.0,0.0,0.0,56140.0,56140.0,0.0,2021,10
2018-09-30,Thurston,WA,Truck,0.0,0.0,0.0,54641.0,54641.0,0.0,2018,9
2019-06-30,El Paso,TX,Passenger,3.0,0.0,3.0,484.0,487.0,0.62,2019,6
2021-09-30,Columbia,OR,Passenger,1.0,0.0,1.0,22.0,23.0,4.35,2021,9
2021-03-31,Rockingham,NH,Passenger,1.0,0.0,1.0,25.0,26.0,3.85,2021,3
2019-02-28,Kent,MI,Passenger,0.0,1.0,1.0,24.0,25.0,4.0,2019,2
2017-07-31,Clark,WA,Passenger,795.0,517.0,1312.0,299937.0,301249.0,0.44,2017,7
2017-07-31,Montgomery,MD,Passenger,1.0,0.0,1.0,308.0,309.0,0.32,2017,7
2018-11-30,Anne Arundel,MD,Passenger,0.0,1.0,1.0,447.0,448.0,0.22,2018,11
2022-10-31,Santa Clara,CA,Passenger,11.0,4.0,15.0,223.0,238.0,6.3,2022,10
2017-03-31,Clallam,WA,Truck,0.0,0.0,0.0,21038.0,21038.0,0.0,2017,3
2019-03-31,Clark,WA,Passenger,1358.0,882.0,2240.0,311919.0,314159.0,0.71,2019,3
2017-11-30,King,WA,Passenger,11127.0,4613.0,15740.0,1371256.0,1386996.0,1.13,2017,11
2021-11-30,New Haven,CT,Passenger,0.0,2.0,2.0,33.0,35.0,5.71,2021,11
2017-07-31,Tulare,CA,Passenger,1.0,0.0,1.0,196.0,197.0,0.51,2017,7
2020-11-30,Columbia,OR,Passenger,1.0,0.0,1.0,27.0,28.0,3.57,2020,11
2019-01-31,Kent,MI,Passenger,0.0,1.0,1.0,25.0,26.0,3.85,2019,1
2022-06-30,Rogers,OK,Passenger,1.0,0.0,1.0,2.0,3.0,33.33,2022,6
2018-10-31,Pierce,WA,Passenger,1405.0,1305.0,2710.0,537053.0,539763.0,0.5,2018,10
2021-08-31,Jefferson,WA,Passenger,349.0,183.0,532.0,24843.0,25375.0,2.1,2021,8
2018-12-31,Columbia,WA,Passenger,2.0,2.0,4.0,2422.0,2426.0,0.16,2018,12
2019-02-28,Mercer,NJ,Passenger,0.0,1.0,1.0,19.0,20.0,5.0,2019,2
2023-11-30,Miami-Dade,FL,Passenger,1.0,0.0,1.0,49.0,50.0,2.0,2023,11
2021-03-31,Rogers,OK,Passenger,1.0,0.0,1.0,5.0,6.0,16.67,2021,3
2021-10-31,Cowlitz,WA,Passenger,258.0,154.0,412.0,71835.0,72247.0,0.57,2021,10
2017-05-31,Pierce,WA,Passenger,933.0,823.0,1756.0,525120.0,526876.0,0.33,2017,5
2020-11-30,Bartow,GA,Passenger,0.0,1.0,1.0,5.0,6.0,16.67,2020,11
2020-08-31,Cascade,MT,Passenger,0.0,1.0,1.0,59.0,60.0,1.67,2020,8
2018-02-28,Norfolk,VA,Passenger,1.0,1.0,2.0,326.0,328.0,0.61,2018,2
2021-04-30,Fairfax,VA,Passenger,5.0,4.0,9.0,718.0,727.0,1.24,2021,4
2020-10-31,Columbia,WA,Passenger,4.0,3.0,7.0,2438.0,2445.0,0.29,2020,10
2019-04-30,El Paso,CO,Passenger,3.0,2.0,5.0,763.0,768.0,0.65,2019,4
2023-06-30,Lincoln,OR,Passenger,0.0,1.0,1.0,14.0,15.0,6.67,2023,6
2019-01-31,Nantucket,MA,Passenger,1.0,0.0,1.0,4.0,5.0,20.0,2019,1
2021-02-28,San Diego,CA,Passenger,14.0,3.0,17.0,2682.0,2699.0,0.63,2021,2
2019-09-30,Harrison,MS,Passenger,1.0,0.0,1.0,64.0,65.0,1.54,2019,9
2023-10-31,New Haven,CT,Passenger,0.0,2.0,2.0,25.0,27.0,7.41,2023,10
2021-12-31,Currituck,NC,Passenger,1.0,0.0,1.0,23.0,24.0,4.17,2021,12
2023-03-31,Santa Cruz,CA,Passenger,1.0,0.0,1.0,21.0,22.0,4.55,2023,3
2021-04-30,Platte,MO,Passenger,1.0,0.0,1.0,20.0,21.0,4.76,2021,4
2021-08-31,Shelby,OH,Passenger,0.0,1.0,1.0,3.0,4.0,25.0,2021,8
2023-08-31,Stevens,WA,Passenger,123.0,70.0,193.0,29588.0,29781.0,0.65,2023,8
2021-12-31,Yakima,WA,Truck,0.0,0.0,0.0,61776.0,61776.0,0.0,2021,12
2021-04-30,Anne Arundel,MD,Passenger,3.0,1.0,4.0,392.0,396.0,1.01,2021,4
2019-04-30,Kern,CA,Passenger,0.0,1.0,1.0,227.0,228.0,0.44,2019,4
2022-07-31,Los Angeles,CA,Passenger,6.0,8.0,14.0,803.0,817.0,1.71,2022,7
2021-04-30,Hudson,NJ,Passenger,1.0,0.0,1.0,45.0,46.0,2.17,2021,4
2019-05-31,Larimer,CO,Passenger,1.0,0.0,1.0,56.0,57.0,1.75,2019,5
2022-08-31,Kitsap,WA,Passenger,2518.0,1091.0,3609.0,177625.0,181234.0,1.99,2022,8
2019-05-31,Benton,WA,Passenger,252.0,272.0,524.0,133611.0,134135.0,0.39,2019,5
2018-09-30,Kittitas,WA,Truck,0.0,0.0,0.0,14108.0,14108.0,0.0,2018,9
2021-10-31,Wichita,TX,Passenger,1.0,0.0,1.0,45.0,46.0,2.17,2021,10
2019-04-30,Montgomery,MD,Passenger,1.0,0.0,1.0,277.0,278.0,0.36,2019,4
2020-11-30,Pinellas,FL,Passenger,1.0,1.0,2.0,104.0,106.0,1.89,2020,11
2020-05-31,RÃ­o Grande,PR,Passenger,1.0,0.0,1.0,1.0,2.0,50.0,2020,5
2019-08-31,Jones,GA,Passenger,1.0,0.0,1.0,1.0,2.0,50.0,2019,8
2022-09-30,Okanogan,WA,Truck,1.0,0.0,1.0,16507.0,16508.0,0.01,2022,9
2018-12-31,Orange,FL,Passenger,2.0,0.0,2.0,168.0,170.0,1.18,2018,12
2023-11-30,Greene,OH,Passenger,1.0,0.0,1.0,24.0,25.0,4.0,2023,11
2019-12-31,Pacific,WA,Passenger,30.0,30.0,60.0,16116.0,16176.0,0.37,2019,12
2019-12-31,Pinal,AZ,Passenger,1.0,0.0,1.0,197.0,198.0,0.51,2019,12
2017-01-31,Franklin,WA,Passenger,27.0,42.0,69.0,55392.0,55461.0,0.12,2017,1
2023-10-31,New London,CT,Passenger,2.0,2.0,4.0,154.0,158.0,2.53,2023,10
2021-08-31,Broward,FL,Passenger,2.0,0.0,2.0,112.0,114.0,1.75,2021,8
2021-05-31,Bartow,GA,Passenger,0.0,1.0,1.0,5.0,6.0,16.67,2021,5
2020-06-30,Valencia,NM,Passenger,1.0,0.0,1.0,7.0,8.0,12.5,2020,6
2018-04-30,Okaloosa,FL,Passenger,1.0,0.0,1.0,176.0,177.0,0.56,2018,4
2022-10-31,El Paso,CO,Passenger,2.0,2.0,4.0,588.0,592.0,0.68,2022,10
2020-10-31,Monterey,CA,Passenger,0.0,2.0,2.0,161.0,163.0,1.23,2020,10
2023-11-30,Rockingham,NH,Passenger,1.0,0.0,1.0,11.0,12.0,8.33,2023,11
2022-01-31,Sarpy,NE,Passenger,1.0,0.0,1.0,68.0,69.0,1.45,2022,1
2022-06-30,Yakima,WA,Passenger,336.0,190.0,526.0,166946.0,167472.0,0.31,2022,6
2018-07-31,Kittitas,WA,Passenger,49.0,32.0,81.0,28988.0,29069.0,0.28,2018,7
2019-06-30,Cowlitz,WA,Passenger,98.0,108.0,206.0,73004.0,73210.0,0.28,2019,6
2023-12-31,San Diego,CA,Passenger,16.0,8.0,24.0,1876.0,1900.0,1.26,2023,12
2020-01-31,Harris,TX,Passenger,1.0,0.0,1.0,264.0,265.0,0.38,2020,1
2018-09-30,Garfield,WA,Truck,0.0,0.0,0.0,965.0,965.0,0.0,2018,9
2018-11-30,Arlington,VA,Passenger,1.0,1.0,2.0,170.0,172.0,1.16,2018,11
2022-04-30,Pierce,WA,Passenger,4832.0,2259.0,7091.0,548279.0,555370.0,1.28,2022,4
2017-06-30,Pierce,WA,Truck,0.0,0.0,0.0,137513.0,137513.0,0.0,2017,6
2023-10-31,Mason,WA,Truck,17.0,0.0,17.0,20476.0,20493.0,0.08,2023,10
2024-02-29,Santa Barbara,CA,Passenger,1.0,0.0,1.0,56.0,57.0,1.75,2024,2
2020-05-31,Guadalupe,TX,Passenger,1.0,0.0,1.0,70.0,71.0,1.41,2020,5
2023-07-31,Cowlitz,WA,Truck,10.0,0.0,10.0,28227.0,28237.0,0.04,2023,7
2020-09-30,Washington,OR,Passenger,1.0,0.0,1.0,436.0,437.0,0.23,2020,9
2020-06-30,Kern,CA,Passenger,0.0,1.0,1.0,226.0,227.0,0.44,2020,6
2021-02-28,Charleston,SC,Passenger,2.0,0.0,2.0,91.0,93.0,2.15,2021,2
2022-01-31,Grant,WA,Truck,0.0,0.0,0.0,27985.0,27985.0,0.0,2022,1
2018-12-31,Albemarle,VA,Passenger,1.0,0.0,1.0,26.0,27.0,3.7,2018,12
2022-08-31,Suffolk,VA,Passenger,1.0,0.0,1.0,119.0,120.0,0.83,2022,8
2021-11-30,Hillsborough,FL,Passenger,0.0,2.0,2.0,145.0,147.0,1.36,2021,11
2023-06-30,Orange,NC,Passenger,0.0,1.0,1.0,5.0,6.0,16.67,2023,6
2022-01-31,Shelby,OH,Passenger,0.0,1.0,1.0,3.0,4.0,25.0,2022,1
2024-01-31,Jefferson,WA,Passenger,667.0,278.0,945.0,23831.0,24776.0,3.81,2024,1
2021-03-31,Grant,WA,Truck,0.0,0.0,0.0,27754.0,27754.0,0.0,2021,3
2021-05-31,Harnett,NC,Passenger,1.0,1.0,2.0,187.0,189.0,1.06,2021,5
2018-03-31,Montgomery,PA,Passenger,1.0,0.0,1.0,35.0,36.0,2.78,2018,3
2019-06-30,Maui,HI,Passenger,2.0,0.0,2.0,47.0,49.0,4.08,2019,6
2022-07-31,Sedgwick,KS,Passenger,1.0,1.0,2.0,73.0,75.0,2.67,2022,7
2020-10-31,Monroe,IL,Passenger,1.0,0.0,1.0,2.0,3.0,33.33,2020,10
2023-05-31,Wichita,TX,Passenger,2.0,0.0,2.0,32.0,34.0,5.88,2023,5
2021-02-28,Okaloosa,FL,Passenger,0.0,1.0,1.0,140.0,141.0,0.71,2021,2
2017-05-31,Portsmouth,VA,Passenger,0.0,1.0,1.0,67.0,68.0,1.47,2017,5
2018-02-28,Hamilton,TN,Passenger,1.0,0.0,1.0,22.0,23.0,4.35,2018,2
2021-05-31,Adams,WA,Passenger,11.0,9.0,20.0,13036.0,13056.0,0.15,2021,5
2017-12-31,DuPage,IL,Passenger,1.0,0.0,1.0,63.0,64.0,1.56,2017,12
2018-06-30,Lumpkin,GA,Passenger,1.0,0.0,1.0,7.0,8.0,12.5,2018,6
2019-10-31,Benton,WA,Truck,0.0,0.0,0.0,42372.0,42372.0,0.0,2019,10
2019-10-31,Monterey,CA,Passenger,0.0,1.0,1.0,187.0,188.0,0.53,2019,10
2021-05-31,Harrison,MS,Passenger,2.0,0.0,2.0,54.0,56.0,3.57,2021,5
2019-11-30,DeKalb,IN,Passenger,1.0,0.0,1.0,1.0,2.0,50.0,2019,11
2021-11-30,Plaquemines,LA,Passenger,0.0,1.0,1.0,19.0,20.0,5.0,2021,11
2020-09-30,Wilson,TX,Passenger,0.0,1.0,1.0,6.0,7.0,14.29,2020,9
2022-02-28,King,WA,Passenger,37202.0,10518.0,47720.0,1353366.0,1401086.0,3.41,2022,2
2018-09-30,Spokane,WA,Passenger,359.0,344.0,703.0,305095.0,305798.0,0.23,2018,9
2021-01-31,Franklin,WA,Passenger,89.0,85.0,174.0,61483.0,61657.0,0.28,2021,1
2018-05-31,San Diego,CA,Passenger,7.0,1.0,8.0,2583.0,2591.0,0.31,2018,5
2020-03-31,Henrico,VA,Passenger,0.0,1.0,1.0,20.0,21.0,4.76,2020,3
2021-03-31,Arapahoe,CO,Passenger,1.0,0.0,1.0,127.0,128.0,0.78,2021,3
2021-08-31,Palm Beach,FL,Passenger,0.0,1.0,1.0,67.0,68.0,1.47,2021,8
2022-10-31,Adams,WA,Truck,1.0,0.0,1.0,5427.0,5428.0,0.02,2022,10
2018-11-30,Pinal,AZ,Passenger,2.0,0.0,2.0,206.0,208.0,0.96,2018,11
2017-05-31,Sedgwick,KS,Passenger,0.0,1.0,1.0,110.0,111.0,0.9,2017,5
2020-07-31,Jones,GA,Passenger,1.0,0.0,1.0,1.0,2.0,50.0,2020,7
2023-07-31,Clark,WA,Passenger,6054.0,2385.0,8439.0,313483.0,321922.0,2.62,2023,7
2023-06-30,Lincoln,WA,Passenger,17.0,19.0,36.0,7666.0,7702.0,0.47,2023,6
2022-10-31,Yellowstone,MT,Passenger,0.0,1.0,1.0,17.0,18.0,5.56,2022,10
2017-04-30,Essex,NJ,Passenger,1.0,0.0,1.0,18.0,19.0,5.26,2017,4
2020-08-31,Randolph,NC,Passenger,1.0,0.0,1.0,8.0,9.0,11.11,2020,8
2019-12-31,Snohomish,WA,Passenger,4020.0,1708.0,5728.0,535992.0,541720.0,1.06,2019,12
2020-12-31,San Joaquin,CA,Passenger,1.0,0.0,1.0,113.0,114.0,0.88,2020,12
2022-06-30,Williams,ND,Passenger,0.0,1.0,1.0,7.0,8.0,12.5,2022,6
2023-06-30,Kitsap,WA,Passenger,3237.0,1292.0,4529.0,175850.0,180379.0,2.51,2023,6
2023-06-30,Adams,WA,Passenger,25.0,12.0,37.0,13105.0,13142.0,0.28,2023,6
2022-07-31,San Joaquin,CA,Passenger,1.0,1.0,2.0,91.0,93.0,2.15,2022,7
2024-01-31,Garfield,OK,Passenger,1.0,0.0,1.0,13.0,14.0,7.14,2024,1
2019-10-31,Loudoun,VA,Passenger,1.0,0.0,1.0,95.0,96.0,1.04,2019,10
2022-08-31,Montgomery,AL,Passenger,0.0,1.0,1.0,38.0,39.0,2.56,2022,8
2017-02-28,Island,WA,Truck,0.0,0.0,0.0,20494.0,20494.0,0.0,2017,2
2022-04-30,Orange,FL,Passenger,2.0,0.0,2.0,104.0,106.0,1.89,2022,4
2021-06-30,Shelby,OH,Passenger,0.0,1.0,1.0,2.0,3.0,33.33,2021,6
2019-07-31,Cascade,MT,Passenger,0.0,1.0,1.0,67.0,68.0,1.47,2019,7
2023-05-31,Norfolk,VA,Passenger,3.0,2.0,5.0,275.0,280.0,1.79,2023,5
2022-07-31,Camden,NJ,Passenger,0.0,1.0,1.0,13.0,14.0,7.14,2022,7
2018-11-30,Howard,MD,Passenger,0.0,1.0,1.0,92.0,93.0,1.08,2018,11
2022-10-31,Madison,IL,Passenger,1.0,0.0,1.0,16.0,17.0,5.88,2022,10
2023-04-30,Snohomish,WA,Passenger,11695.0,2929.0,14624.0,528643.0,543267.0,2.69,2023,4
2021-02-28,Placer,CA,Passenger,2.0,0.0,2.0,83.0,85.0,2.35,2021,2
2022-04-30,Sarpy,NE,Passenger,1.0,0.0,1.0,62.0,63.0,1.59,2022,4
2018-06-30,Madison,ID,Passenger,1.0,0.0,1.0,40.0,41.0,2.44,2018,6
2020-12-31,Lincoln,WA,Passenger,5.0,12.0,17.0,7642.0,7659.0,0.22,2020,12
2021-11-30,Wahkiakum,WA,Truck,0.0,0.0,0.0,1816.0,1816.0,0.0,2021,11
2023-03-31,Harrison,MS,Passenger,1.0,0.0,1.0,36.0,37.0,2.7,2023,3
2018-08-31,Kent,MI,Passenger,0.0,1.0,1.0,28.0,29.0,3.45,2018,8
2022-08-31,Orange,NC,Passenger,0.0,1.0,1.0,8.0,9.0,11.11,2022,8
2023-12-31,Whatcom,WA,Truck,85.0,0.0,85.0,41923.0,42008.0,0.2,2023,12
2017-12-31,Cowlitz,WA,Truck,0.0,0.0,0.0,28149.0,28149.0,0.0,2017,12
2023-03-31,Garfield,WA,Truck,0.0,0.0,0.0,976.0,976.0,0.0,2023,3
2020-05-31,Ulster,NY,Passenger,1.0,0.0,1.0,12.0,13.0,7.69,2020,5
2020-10-31,Whatcom,WA,Truck,3.0,0.0,3.0,43455.0,43458.0,0.01,2020,10
2021-01-31,Jefferson,WA,Truck,0.0,0.0,0.0,9594.0,9594.0,0.0,2021,1
2022-09-30,Yakima,WA,Passenger,377.0,210.0,587.0,166414.0,167001.0,0.35,2022,9
2018-11-30,Adams,WA,Passenger,5.0,5.0,10.0,12744.0,12754.0,0.08,2018,11
2023-03-31,Allen,IN,Passenger,1.0,0.0,1.0,16.0,17.0,5.88,2023,3
2023-03-31,Washington,OR,Passenger,1.0,0.0,1.0,265.0,266.0,0.38,2023,3
2022-08-31,Klickitat,WA,Truck,2.0,0.0,2.0,8262.0,8264.0,0.02,2022,8
2020-05-31,Mason,WA,Truck,0.0,0.0,0.0,20501.0,20501.0,0.0,2020,5
2020-12-31,Kings,NY,Passenger,1.0,0.0,1.0,65.0,66.0,1.52,2020,12
2023-06-30,Yellowstone,MT,Passenger,0.0,1.0,1.0,12.0,13.0,7.69,2023,6
2021-06-30,Cowlitz,WA,Passenger,224.0,142.0,366.0,72329.0,72695.0,0.5,2021,6
2020-10-31,Kitsap,WA,Truck,0.0,0.0,0.0,54213.0,54213.0,0.0,2020,10
2022-01-31,Richland,SC,Passenger,0.0,2.0,2.0,135.0,137.0,1.46,2022,1
2019-02-28,Lincoln,WA,Truck,0.0,0.0,0.0,4666.0,4666.0,0.0,2019,2
2020-07-31,Columbia,WA,Passenger,4.0,3.0,7.0,2419.0,2426.0,0.29,2020,7
2019-07-31,Okanogan,WA,Truck,0.0,0.0,0.0,16486.0,16486.0,0.0,2019,7
2017-07-31,Collier,FL,Passenger,1.0,0.0,1.0,21.0,22.0,4.55,2017,7
2022-10-31,Columbia,WA,Truck,0.0,0.0,0.0,1579.0,1579.0,0.0,2022,10
2020-05-31,Thurston,WA,Passenger,1136.0,732.0,1868.0,196699.0,198567.0,0.94,2020,5
2019-09-30,Adams,WA,Passenger,5.0,5.0,10.0,12882.0,12892.0,0.08,2019,9
2019-04-30,Adams,WA,Truck,0.0,0.0,0.0,5101.0,5101.0,0.0,2019,4
2023-12-31,Lake,IL,Passenger,5.0,0.0,5.0,118.0,123.0,4.07,2023,12
2021-04-30,Williams,ND,Passenger,0.0,1.0,1.0,9.0,10.0,10.0,2021,4
2021-09-30,Yakima,WA,Passenger,257.0,164.0,421.0,168903.0,169324.0,0.25,2021,9
2020-03-31,Fairfax,VA,Passenger,5.0,3.0,8.0,760.0,768.0,1.04,2020,3
2022-09-30,Fairfax,VA,Passenger,7.0,3.0,10.0,626.0,636.0,1.57,2022,9
2017-08-31,Sedgwick,KS,Passenger,0.0,1.0,1.0,106.0,107.0,0.93,2017,8
2019-10-31,Hudson,NJ,Passenger,1.0,0.0,1.0,41.0,42.0,2.38,2019,10
2020-05-31,Houston,GA,Passenger,1.0,0.0,1.0,55.0,56.0,1.79,2020,5
2019-07-31,Saratoga,NY,Passenger,1.0,0.0,1.0,52.0,53.0,1.89,2019,7
2018-04-30,Walla Walla,WA,Truck,0.0,0.0,0.0,13333.0,13333.0,0.0,2018,4
2017-07-31,Mason,WA,Truck,0.0,0.0,0.0,19254.0,19254.0,0.0,2017,7
2020-05-31,Lewis,WA,Truck,0.0,0.0,0.0,26001.0,26001.0,0.0,2020,5
2023-06-30,Napa,CA,Passenger,0.0,1.0,1.0,11.0,12.0,8.33,2023,6
2021-07-31,Moore,NC,Passenger,0.0,1.0,1.0,135.0,136.0,0.74,2021,7
2023-09-30,St. Mary's,MD,Passenger,1.0,0.0,1.0,166.0,167.0,0.6,2023,9
2023-10-31,Pinal,AZ,Passenger,1.0,0.0,1.0,73.0,74.0,1.35,2023,10
2021-08-31,Carson City,NV,Passenger,1.0,0.0,1.0,11.0,12.0,8.33,2021,8
2017-03-31,Moore,NC,Passenger,0.0,1.0,1.0,208.0,209.0,0.48,2017,3
2020-09-30,Columbia,WA,Passenger,4.0,3.0,7.0,2422.0,2429.0,0.29,2020,9
2022-07-31,Honolulu,HI,Passenger,5.0,3.0,8.0,365.0,373.0,2.14,2022,7
2018-04-30,St. Clair,IL,Passenger,0.0,1.0,1.0,154.0,155.0,0.65,2018,4
2021-08-31,Washtenaw,MI,Passenger,0.0,1.0,1.0,30.0,31.0,3.23,2021,8
2017-03-31,Nueces,TX,Passenger,0.0,1.0,1.0,100.0,101.0,0.99,2017,3
2019-02-28,DeKalb,GA,Passenger,1.0,0.0,1.0,79.0,80.0,1.25,2019,2
2017-05-31,San Juan,WA,Truck,0.0,0.0,0.0,5539.0,5539.0,0.0,2017,5
2024-02-29,Providence,RI,Passenger,1.0,0.0,1.0,14.0,15.0,6.67,2024,2
2023-12-31,Harford,MD,Passenger,1.0,1.0,2.0,41.0,43.0,4.65,2023,12
2019-01-31,Bergen,NJ,Passenger,1.0,0.0,1.0,28.0,29.0,3.45,2019,1
2019-11-30,Cumberland,NC,Passenger,0.0,2.0,2.0,498.0,500.0,0.4,2019,11
2021-09-30,Broward,FL,Passenger,2.0,0.0,2.0,107.0,109.0,1.83,2021,9
2017-12-31,Twin Falls,ID,Passenger,0.0,1.0,1.0,25.0,26.0,3.85,2017,12
2019-09-30,Klickitat,WA,Passenger,38.0,36.0,74.0,15622.0,15696.0,0.47,2019,9
2019-02-28,Pima,AZ,Passenger,1.0,1.0,2.0,415.0,417.0,0.48,2019,2
2019-09-30,Maui,HI,Passenger,2.0,0.0,2.0,44.0,46.0,4.35,2019,9
2022-05-31,New London,CT,Passenger,3.0,3.0,6.0,197.0,203.0,2.96,2022,5
2021-01-31,Virginia Beach,VA,Passenger,2.0,0.0,2.0,629.0,631.0,0.32,2021,1
2023-11-30,Adams,WA,Truck,3.0,0.0,3.0,5273.0,5276.0,0.06,2023,11
2017-07-31,Volusia,FL,Passenger,0.0,1.0,1.0,47.0,48.0,2.08,2017,7
2023-03-31,Frederick,MD,Passenger,1.0,0.0,1.0,56.0,57.0,1.75,2023,3
2022-01-31,Rogers,OK,Passenger,1.0,0.0,1.0,3.0,4.0,25.0,2022,1
2020-05-31,Grant,WA,Passenger,59.0,70.0,129.0,65193.0,65322.0,0.2,2020,5
2017-11-30,Skamania,WA,Passenger,10.0,7.0,17.0,8575.0,8592.0,0.2,2017,11
2017-06-30,Clallam,WA,Truck,0.0,0.0,0.0,21014.0,21014.0,0.0,2017,6
2022-01-31,Collier,FL,Passenger,1.0,0.0,1.0,20.0,21.0,4.76,2022,1
2020-09-30,Howard,MD,Passenger,0.0,1.0,1.0,71.0,72.0,1.39,2020,9
2021-04-30,Louisa,VA,Passenger,0.0,1.0,1.0,1.0,2.0,50.0,2021,4
2022-05-31,Pacific,WA,Passenger,60.0,68.0,128.0,15901.0,16029.0,0.8,2022,5
2020-04-30,Kitsap,WA,Truck,1.0,0.0,1.0,53894.0,53895.0,0.0,2020,4
2021-04-30,Polk,FL,Passenger,1.0,0.0,1.0,64.0,65.0,1.54,2021,4
2020-08-31,King,WA,Truck,5.0,1.0,6.0,183283.0,183289.0,0.0,2020,8
2021-12-31,Denton,TX,Passenger,2.0,0.0,2.0,77.0,79.0,2.53,2021,12
2017-02-28,Harnett,NC,Passenger,1.0,0.0,1.0,266.0,267.0,0.37,2017,2
2022-02-28,Whatcom,WA,Passenger,1690.0,685.0,2375.0,149240.0,151615.0,1.57,2022,2
2022-01-31,New London,CT,Passenger,1.0,3.0,4.0,213.0,217.0,1.84,2022,1
2023-07-31,San Bernardino,CA,Passenger,3.0,1.0,4.0,275.0,279.0,1.43,2023,7
2023-07-31,Bell,TX,Passenger,1.0,0.0,1.0,247.0,248.0,0.4,2023,7
2020-04-30,New Haven,CT,Passenger,0.0,2.0,2.0,41.0,43.0,4.65,2020,4
2022-12-31,Napa,CA,Passenger,0.0,1.0,1.0,12.0,13.0,7.69,2022,12
2017-07-31,Franklin,MA,Passenger,0.0,1.0,1.0,4.0,5.0,20.0,2017,7
2017-03-31,Clark,WA,Truck,0.0,0.0,0.0,77565.0,77565.0,0.0,2017,3
2021-10-31,Mason,WA,Passenger,246.0,154.0,400.0,47876.0,48276.0,0.83,2021,10
2020-02-29,Douglas,WA,Passenger,69.0,40.0,109.0,28266.0,28375.0,0.38,2020,2
2017-04-30,Orleans,LA,Passenger,0.0,1.0,1.0,49.0,50.0,2.0,2017,4
2017-10-31,Pend Oreille,WA,Passenger,3.0,4.0,7.0,9373.0,9380.0,0.07,2017,10
2019-09-30,Anne Arundel,MD,Passenger,1.0,1.0,2.0,431.0,433.0,0.46,2019,9
2018-01-31,Canyon,ID,Passenger,0.0,1.0,1.0,97.0,98.0,1.02,2018,1
2017-01-31,Allegheny,PA,Passenger,1.0,0.0,1.0,94.0,95.0,1.05,2017,1
2022-07-31,York,VA,Passenger,1.0,0.0,1.0,89.0,90.0,1.11,2022,7
2020-02-29,Dallas,IA,Passenger,0.0,1.0,1.0,10.0,11.0,9.09,2020,2
2020-07-31,Walla Walla,WA,Passenger,77.0,65.0,142.0,35895.0,36037.0,0.39,2020,7
2022-01-31,Pennington,SD,Passenger,2.0,0.0,2.0,32.0,34.0,5.88,2022,1
2017-10-31,Yakima,WA,Truck,0.0,0.0,0.0,57810.0,57810.0,0.0,2017,10
2020-09-30,Stafford,VA,Passenger,1.0,1.0,2.0,100.0,102.0,1.96,2020,9
2022-01-31,York,VA,Passenger,1.0,0.0,1.0,96.0,97.0,1.03,2022,1
2020-05-31,Randolph,NC,Passenger,1.0,0.0,1.0,8.0,9.0,11.11,2020,5
2018-08-31,San Juan,PR,Passenger,0.0,1.0,1.0,4.0,5.0,20.0,2018,8
2023-01-31,Okaloosa,FL,Passenger,0.0,1.0,1.0,97.0,98.0,1.02,2023,1
2024-02-29,Platte,MO,Passenger,2.0,0.0,2.0,19.0,21.0,9.52,2024,2
2019-11-30,Clallam,WA,Passenger,195.0,153.0,348.0,50908.0,51256.0,0.68,2019,11
2023-09-30,Cowlitz,WA,Passenger,537.0,234.0,771.0,69753.0,70524.0,1.09,2023,9
2019-07-31,Prince George's,MD,Passenger,1.0,1.0,2.0,180.0,182.0,1.1,2019,7
2021-04-30,Boulder,CO,Passenger,1.0,1.0,2.0,49.0,51.0,3.92,2021,4
2017-08-31,Orange,FL,Passenger,1.0,1.0,2.0,144.0,146.0,1.37,2017,8
2018-06-30,Tarrant,TX,Passenger,1.0,0.0,1.0,220.0,221.0,0.45,2018,6
